epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
204.0,200.0,1007.0,984000.0,41000.0,40.714996,-200.0,-200.0,2.5537348,0.013379435,0.28,,,0.139618
207.0,100.0,1019.0,996096.0,41500.0,40.726204,-200.0,-200.0,4.0324183,0.013245641,0.27,,,0.14360991
209.0,200.0,1031.0,1008000.0,42000.0,40.73715,-200.0,-200.0,4.33008,0.013245641,0.26,,,0.13894355
212.0,100.0,1044.0,1020096.0,42500.0,40.708813,-200.0,-200.0,5.1456046,0.013113185,0.25,,,0.15610357
214.0,200.0,1056.0,1032000.0,43000.0,40.719696,-200.0,-200.0,7.314829,0.013113185,0.24,,,0.15736863
217.0,100.0,1069.0,1044096.0,43500.0,40.692234,-200.0,-200.0,1.207116,0.012982053,0.23,,,0.12556237
219.0,200.0,1081.0,1056000.0,44000.0,40.703053,-200.0,-200.0,4.8297696,0.012982053,0.22,,,0.14090954
222.0,100.0,1094.0,1068096.0,44500.0,40.67642,-200.0,-200.0,7.181322,0.012852232,0.21,,,0.14834823
224.0,200.0,1106.0,1080000.0,45000.0,40.68716,-200.0,-200.0,8.530672,0.012852232,0.2,,,0.15300864
227.0,100.0,1118.0,1092096.0,45500.0,40.697674,-200.0,-200.0,5.0636067,0.012723709,0.19,,,0.15247044
229.0,200.0,1131.0,1104000.0,46000.0,40.67197,-200.0,-200.0,5.6145725,0.012723709,0.18,,,0.15340461
232.0,100.0,1143.0,1116096.0,46500.0,40.682415,-200.0,-200.0,4.097132,0.012596472,0.17,,,0.15833691
234.0,200.0,1155.0,1128000.0,47000.0,40.692642,-200.0,-200.0,4.097906,0.012596472,0.16,,,0.15138642
237.0,100.0,1168.0,1140096.0,47500.0,40.66781,-200.0,-200.0,4.2327695,0.012470508,0.15,,,0.15425335
239.0,200.0,1180.0,1152000.0,48000.0,40.677967,-200.0,-200.0,7.291887,0.012470508,0.14,,,0.16348876
242.0,100.0,1193.0,1164096.0,48500.0,40.653812,-200.0,-200.0,15.161764,0.012345803,0.13,,,0.1508668
244.0,200.0,1205.0,1176000.0,49000.0,40.663902,-200.0,-200.0,2.2047389,0.012345803,0.12,,,0.15406744
247.0,100.0,1218.0,1188096.0,49500.0,40.640392,-200.0,-200.0,4.3076367,0.012222345,0.11,,,0.15592852
249.0,200.0,1230.0,1200000.0,50000.0,40.650406,-200.0,-200.0,6.2272263,0.012222345,0.1,,,0.15691645
252.0,100.0,1243.0,1212096.0,50500.0,40.627514,-200.0,-200.0,2.8761642,0.012100121,0.1,,,0.1516325
254.0,200.0,1255.0,1224000.0,51000.0,40.63745,-200.0,-200.0,14.256968,0.012100121,0.1,,,0.123105705
257.0,100.0,1268.0,1236096.0,51500.0,40.615143,-200.0,-200.0,15.798652,0.01197912,0.1,,,0.165794
260.0,22.0,1280.0,1248000.0,52000.0,40.625,-178.0,-199.78,1.456235,0.01197912,0.1,,,0.1418953
262.0,122.0,1292.0,1260096.0,52500.0,40.634674,-200.0,-199.78,8.235618,0.0118593285,0.1,,,0.1708877
265.0,22.0,1304.0,1272000.0,53000.0,40.644173,-200.0,-199.78,4.587464,0.0118593285,0.1,,,0.1675552
267.0,122.0,1316.0,1284096.0,53500.0,40.653496,-200.0,-199.78,7.1158633,0.011740736,0.1,,,0.16796234
270.0,22.0,1329.0,1296000.0,54000.0,40.632053,-200.0,-199.78,8.23543,0.011740736,0.1,,,0.15502158
272.0,122.0,1341.0,1308096.0,54500.0,40.64131,-200.0,-199.78,8.058947,0.011623329,0.1,,,0.1469707
275.0,22.0,1354.0,1320000.0,55000.0,40.620384,-200.0,-199.78,8.896104,0.011623329,0.1,,,0.16618903
277.0,122.0,1366.0,1332096.0,55500.0,40.629574,-200.0,-199.78,11.010895,0.011507095,0.1,,,0.16231489
280.0,22.0,1378.0,1344000.0,56000.0,40.638607,-200.0,-199.78,5.706603,0.011507095,0.1,,,0.1586711
282.0,122.0,1391.0,1356096.0,56500.0,40.61826,-200.0,-199.78,9.274407,0.011392024,0.1,,,0.14764813
285.0,22.0,1403.0,1368000.0,57000.0,40.627228,-200.0,-199.78,4.4519343,0.011392024,0.1,,,0.1475907
287.0,168.0,1415.0,1380096.0,57500.0,40.636044,-200.0,-199.78,9.85402,0.011278104,0.1,,,0.16426198
290.0,68.0,1427.0,1392000.0,58000.0,40.64471,-200.0,-199.78,4.19987,0.011278104,0.1,,,0.16173059
292.0,168.0,1440.0,1404096.0,58500.0,40.625,-200.0,-199.78,11.815104,0.011165323,0.1,,,0.16015084
295.0,68.0,1452.0,1416000.0,59000.0,40.63361,-200.0,-199.78,6.1005273,0.011165323,0.1,,,0.16430913
297.0,168.0,1464.0,1428096.0,59500.0,40.64208,-200.0,-199.78,5.7718825,0.011053669,0.1,,,0.14057322
300.0,68.0,1476.0,1440000.0,60000.0,40.650406,-200.0,-199.78,9.95674,0.011053669,0.1,,,0.15796655
302.0,168.0,1489.0,1452096.0,60500.0,40.631298,-200.0,-199.78,8.01169,0.010943132,0.1,,,0.16140851
305.0,68.0,1501.0,1464000.0,61000.0,40.639572,-200.0,-199.78,7.4209137,0.010943132,0.1,,,0.15882266
307.0,168.0,1513.0,1476096.0,61500.0,40.64772,-200.0,-199.78,7.1367674,0.010833701,0.1,,,0.16292359
310.0,68.0,1525.0,1488000.0,62000.0,40.65574,-200.0,-199.78,5.105361,0.010833701,0.1,,,0.15092304
312.0,168.0,1537.0,1500096.0,62500.0,40.66363,-200.0,-199.78,4.0658164,0.010725364,0.1,,,0.14640138
315.0,68.0,1549.0,1512000.0,63000.0,40.671402,-200.0,-199.78,1.9537333,0.010725364,0.1,,,0.13177454
317.0,168.0,1562.0,1524096.0,63500.0,40.653008,-200.0,-199.78,6.9421053,0.010618111,0.1,,,0.16329136
320.0,68.0,1574.0,1536000.0,64000.0,40.660736,-200.0,-199.78,1.7159529,0.010618111,0.1,,,0.15996364
322.0,168.0,1586.0,1548096.0,64500.0,40.668346,-200.0,-199.78,5.101732,0.01051193,0.1,,,0.1532935
325.0,68.0,1599.0,1560000.0,65000.0,40.650406,-200.0,-199.78,1.1819681,0.01051193,0.1,,,0.16403568
327.0,168.0,1611.0,1572096.0,65500.0,40.657978,-200.0,-199.78,5.626527,0.010406811,0.1,,,0.14892688
330.0,68.0,1623.0,1584000.0,66000.0,40.665436,-200.0,-199.78,0.6348713,0.010406811,0.1,,,0.16939312
332.0,168.0,1636.0,1596096.0,66500.0,40.647923,-200.0,-199.78,8.032994,0.010302742,0.1,,,0.16980071
335.0,68.0,1648.0,1608000.0,67000.0,40.65534,-200.0,-199.78,7.5008264,0.010302742,0.1,,,0.16109301
337.0,168.0,1660.0,1620096.0,67500.0,40.66265,-200.0,-199.78,6.0523276,0.010199715,0.1,,,0.15582177
340.0,68.0,1672.0,1632000.0,68000.0,40.669857,-200.0,-199.78,13.566395,0.010199715,0.1,,,0.16457824
342.0,168.0,1685.0,1644096.0,68500.0,40.65282,-200.0,-199.78,9.143192,0.010097718,0.1,,,0.15517485
345.0,68.0,1697.0,1656000.0,69000.0,40.65999,-200.0,-199.78,10.799103,0.010097718,0.1,,,0.16605021
347.0,168.0,1709.0,1668096.0,69500.0,40.667057,-200.0,-199.78,7.230152,0.00999674,0.1,,,0.15706843
350.0,68.0,1721.0,1680000.0,70000.0,40.674026,-200.0,-199.78,6.181068,0.00999674,0.1,,,0.16014843
352.0,168.0,1735.0,1692096.0,70500.0,40.634007,-200.0,-199.78,5.8389935,0.009896773,0.1,,,0.14700288
355.0,68.0,1747.0,1704000.0,71000.0,40.641098,-200.0,-199.78,2.1084192,0.009896773,0.1,,,0.16299474
357.0,168.0,1759.0,1716096.0,71500.0,40.648094,-200.0,-199.78,5.206995,0.009797806,0.1,,,0.16038002
360.0,68.0,1771.0,1728000.0,72000.0,40.655,-200.0,-199.78,12.166305,0.009797806,0.1,,,0.17539664
362.0,168.0,1784.0,1740096.0,72500.0,40.639015,-200.0,-199.78,4.713559,0.009699827,0.1,,,0.15792038
365.0,68.0,1796.0,1752000.0,73000.0,40.645878,-200.0,-199.78,7.261731,0.009699827,0.1,,,0.16162199
367.0,168.0,1809.0,1764096.0,73500.0,40.630184,-200.0,-199.78,9.90409,0.009602829,0.1,,,0.15677486
370.0,68.0,1821.0,1776000.0,74000.0,40.637012,-200.0,-199.78,10.27138,0.009602829,0.1,,,0.15965173
372.0,168.0,1834.0,1788096.0,74500.0,40.621593,-200.0,-199.78,6.132586,0.009506801,0.1,,,0.16125184
375.0,68.0,1846.0,1800000.0,75000.0,40.628387,-200.0,-199.78,3.6989639,0.009506801,0.1,,,0.15832208
377.0,168.0,1858.0,1812096.0,75500.0,40.63509,-200.0,-199.78,11.871409,0.009411733,0.1,,,0.15002862
380.0,68.0,1870.0,1824000.0,76000.0,40.641712,-200.0,-199.78,14.837824,0.009411733,0.1,,,0.16895941
382.0,168.0,1883.0,1836096.0,76500.0,40.62666,-200.0,-199.78,6.455759,0.009317615,0.1,,,0.16987428
385.0,68.0,1895.0,1848000.0,77000.0,40.633244,-200.0,-199.78,5.4363413,0.009317615,0.1,,,0.16374873
387.0,168.0,1907.0,1860096.0,77500.0,40.639748,-200.0,-199.78,1.272736,0.009224439,0.1,,,0.16171917
390.0,68.0,1919.0,1872000.0,78000.0,40.64617,-200.0,-199.78,7.390529,0.009224439,0.1,,,0.1643805
392.0,168.0,1931.0,1884096.0,78500.0,40.65251,-200.0,-199.78,8.083453,0.009132195,0.1,,,0.13705084
395.0,68.0,1943.0,1896000.0,79000.0,40.658775,-200.0,-199.78,6.6166205,0.009132195,0.1,,,0.16777603
397.0,168.0,1956.0,1908096.0,79500.0,40.644173,-200.0,-199.78,6.1986184,0.009040873,0.1,,,0.1679903
400.0,68.0,1968.0,1920000.0,80000.0,40.650406,-200.0,-199.78,5.270411,0.009040873,0.1,,,0.15998104
402.0,168.0,1980.0,1932096.0,80500.0,40.656567,-200.0,-199.78,5.410527,0.008950464,0.1,,,0.16814497
405.0,68.0,1993.0,1944000.0,81000.0,40.642246,-200.0,-199.78,6.028874,0.008950464,0.1,,,0.1699835
407.0,168.0,2005.0,1956096.0,81500.0,40.64838,-200.0,-199.78,3.3984678,0.00886096,0.1,,,0.17696178
410.0,68.0,2017.0,1968000.0,82000.0,40.654438,-200.0,-199.78,7.64023,0.00886096,0.1,,,0.16477516
412.0,168.0,2029.0,1980096.0,82500.0,40.660423,-200.0,-199.78,6.3501825,0.00877235,0.1,,,0.1706242
415.0,68.0,2041.0,1992000.0,83000.0,40.66634,-200.0,-199.78,13.916544,0.00877235,0.1,,,0.16764931
417.0,168.0,2054.0,2004096.0,83500.0,40.652386,-200.0,-199.78,6.302268,0.008684627,0.1,,,0.16187783
420.0,68.0,2066.0,2016000.0,84000.0,40.658276,-200.0,-199.78,14.393206,0.008684627,0.1,,,0.16021393
422.0,168.0,2078.0,2028096.0,84500.0,40.6641,-200.0,-199.78,11.231521,0.00859778,0.1,,,0.16562447
425.0,68.0,2090.0,2040000.0,85000.0,40.669857,-200.0,-199.78,3.7634916,0.00859778,0.1,,,0.15681481
427.0,168.0,2103.0,2052096.0,85500.0,40.656204,-200.0,-199.78,7.689053,0.008511802,0.1,,,0.1704536
430.0,68.0,2115.0,2064000.0,86000.0,40.661938,-200.0,-199.78,8.177485,0.008511802,0.1,,,0.16845591
432.0,168.0,2127.0,2076096.0,86500.0,40.667606,-200.0,-199.78,4.3419495,0.008426685,0.1,,,0.16109791
435.0,107.0,2140.0,2088000.0,87000.0,40.654205,-161.0,-199.39,1.5753937,0.008426685,0.1,,,0.14522184
438.0,42.0,2152.0,2100096.0,87500.0,40.65985,-165.0,-199.04,8.737641,0.008342418,0.1,,,0.16863726
440.0,142.0,2164.0,2112000.0,88000.0,40.665436,-200.0,-199.04,7.255676,0.008342418,0.1,,,0.16327
443.0,42.0,2176.0,2124096.0,88500.0,40.670956,-200.0,-199.04,17.903416,0.008258994,0.1,,,0.16116537
445.0,142.0,2188.0,2136000.0,89000.0,40.67642,-200.0,-199.04,12.500718,0.008258994,0.1,,,0.15501222
448.0,42.0,2201.0,2148096.0,89500.0,40.663334,-200.0,-199.04,2.0018446,0.008176403,0.1,,,0.16232513
450.0,142.0,2213.0,2160000.0,90000.0,40.668774,-200.0,-199.04,21.918201,0.008176403,0.1,,,0.16167916
453.0,42.0,2225.0,2172096.0,90500.0,40.674156,-200.0,-199.04,6.488429,0.0080946395,0.1,,,0.16723157
455.0,142.0,2238.0,2184000.0,91000.0,40.661304,-200.0,-199.04,19.846596,0.0080946395,0.1,,,0.161907
458.0,42.0,2250.0,2196096.0,91500.0,40.666668,-200.0,-199.04,10.636483,0.008013693,0.1,,,0.16798267
460.0,142.0,2262.0,2208000.0,92000.0,40.67197,-200.0,-199.04,7.693284,0.008013693,0.1,,,0.16137743
463.0,42.0,2274.0,2220096.0,92500.0,40.67722,-200.0,-199.04,4.4120035,0.007933556,0.1,,,0.16668475
465.0,142.0,2287.0,2232000.0,93000.0,40.664627,-200.0,-199.04,8.436162,0.007933556,0.1,,,0.17617176
468.0,91.0,2299.0,2244096.0,93500.0,40.669857,-200.0,-199.04,3.3387263,0.00785422,0.1,,,0.16542895
470.0,191.0,2312.0,2256000.0,94000.0,40.65744,-200.0,-199.04,7.1694155,0.00785422,0.1,,,0.16006862
473.0,123.0,2324.0,2268096.0,94500.0,40.66265,-168.0,-198.72,3.5664515,0.0077756783,0.1,,,0.17431235
476.0,49.0,2336.0,2280000.0,95000.0,40.66781,-200.0,-198.72,10.316707,0.0077756783,0.1,,,0.17925829
478.0,149.0,2348.0,2292096.0,95500.0,40.672913,-200.0,-198.72,1.0890237,0.0076979217,0.1,,,0.15613836
481.0,75.0,2361.0,2304000.0,96000.0,40.660736,-200.0,-198.72,3.9067862,0.0076979217,0.1,,,0.17866734
483.0,175.0,2373.0,2316096.0,96500.0,40.665825,-200.0,-198.72,1.655909,0.0076209423,0.1,,,0.15921001
486.0,75.0,2385.0,2328000.0,97000.0,40.67086,-200.0,-198.72,8.194529,0.0076209423,0.1,,,0.16616
488.0,193.0,2398.0,2340096.0,97500.0,40.658882,-182.0,-198.54,1.7307851,0.007544733,0.1,,,0.15463564
491.0,118.0,2410.0,2352000.0,98000.0,40.663902,-175.0,-198.29,0.8546002,0.007544733,0.1,,,0.15875487
494.0,61.0,2422.0,2364096.0,98500.0,40.66887,-200.0,-198.29,1.8883479,0.0074692857,0.1,,,0.16633236
496.0,161.0,2434.0,2376000.0,99000.0,40.673786,-200.0,-198.29,6.391779,0.0074692857,0.1,,,0.16384655
499.0,61.0,2447.0,2388096.0,99500.0,40.662037,-200.0,-198.29,1.4276804,0.0073945927,0.1,,,0.1613303
501.0,161.0,2458.0,2400000.0,100000.0,40.683483,-200.0,-198.29,6.7862105,0.0073945927,0.1,,,0.17292504
