epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
120.0,125.0,112.0,239840.0,24000.0,214.28572,-200.0,-199.16667,10.941731,0.09772512,0.1,,,
123.0,25.0,114.0,244960.0,24500.0,214.91228,-200.0,-199.18367,10.940079,0.0976274,0.1,,,
125.0,125.0,116.0,249920.0,25000.0,215.51724,-200.0,-199.2,6.122066,0.0976274,0.1,,,
128.0,25.0,119.0,254880.0,25500.0,214.28572,-200.0,-199.21568,6.2117305,0.09752977,0.1,,,
130.0,125.0,121.0,259840.0,26000.0,214.87604,-200.0,-199.23077,0.19393152,0.09752977,0.1,,,
133.0,51.0,124.0,264960.0,26500.0,213.70967,-200.0,-199.24529,17.77627,0.09743224,0.1,,,
135.0,151.0,126.0,269920.0,27000.0,214.28572,-200.0,-199.25926,13.960883,0.09743224,0.1,,,
138.0,51.0,129.0,274880.0,27500.0,213.1783,-200.0,-199.27272,7.3298826,0.09733481,0.1,,,
140.0,151.0,132.0,279840.0,28000.0,212.12122,-200.0,-199.28572,0.2860224,0.09733481,0.1,,,
143.0,51.0,135.0,284960.0,28500.0,211.11111,-200.0,-199.29825,9.998018,0.097237475,0.1,,,
145.0,165.0,138.0,289920.0,29000.0,210.14493,-200.0,-199.31035,0.8452856,0.097237475,0.1,,,
148.0,65.0,140.0,294880.0,29500.0,210.71428,-200.0,-199.32204,0.5889218,0.09714024,0.1,,,
150.0,196.0,143.0,299840.0,30000.0,209.7902,-169.0,-198.81667,0.34473538,0.09714024,0.1,,,
153.0,96.0,145.0,304960.0,30500.0,210.34483,-200.0,-198.83606,0.090513274,0.0970431,0.1,,,
155.0,199.0,148.0,309920.0,31000.0,209.45946,-200.0,-198.85484,9.041241,0.0970431,0.1,,,
158.0,123.0,150.0,314880.0,31500.0,210.0,-176.0,-198.49207,0.20508479,0.09694605,0.1,,,
161.0,23.0,153.0,319840.0,32000.0,209.15033,-200.0,-198.51562,8.53774,0.09694605,0.1,,,
164.0,15.0,155.0,324960.0,32500.0,209.67741,-197.0,-198.49231,0.30062446,0.096849106,0.1,,,
166.0,159.0,158.0,329920.0,33000.0,208.86076,-200.0,-198.51515,8.34398,0.096849106,0.1,,,
169.0,59.0,160.0,334880.0,33500.0,209.375,-200.0,-198.53731,9.041159,0.096752256,0.1,,,
171.0,159.0,163.0,339840.0,34000.0,208.58896,-200.0,-198.55882,0.4653437,0.096752256,0.1,,,
174.0,59.0,165.0,344960.0,34500.0,209.09091,-200.0,-198.57971,8.806661,0.0966555,0.1,,,
176.0,197.0,170.0,349920.0,35000.0,205.88235,-162.0,-198.05714,0.71003,0.0966555,0.1,,,
179.0,97.0,173.0,354880.0,35500.0,205.20232,-200.0,-198.0845,9.831504,0.096558854,0.1,,,
181.0,197.0,175.0,359840.0,36000.0,205.71428,-200.0,-198.11111,0.36144203,0.096558854,0.1,,,
184.0,114.0,178.0,364960.0,36500.0,205.05618,-200.0,-198.137,10.229282,0.096462294,0.1,,,
187.0,14.0,180.0,369920.0,37000.0,205.55556,-200.0,-198.16216,11.870131,0.096462294,0.1,,,
189.0,154.0,183.0,374880.0,37500.0,204.91803,-200.0,-198.18666,0.3521854,0.09636583,0.1,,,
192.0,54.0,185.0,379840.0,38000.0,205.40541,-200.0,-198.21053,0.171886,0.09636583,0.1,,,
194.0,154.0,188.0,384960.0,38500.0,204.78723,-200.0,-198.23376,0.35732415,0.096269466,0.1,,,
197.0,54.0,190.0,389920.0,39000.0,205.26315,-200.0,-198.25641,0.3077825,0.096269466,0.1,,,
200.0,23.0,193.0,394880.0,39500.0,204.66321,-200.0,-198.27849,0.55599654,0.0961732,0.1,,,
202.0,123.0,196.0,399840.0,40000.0,204.08163,-200.0,-198.3,1.296341,0.0961732,0.1,,,
205.0,43.0,199.0,404960.0,40500.0,203.5176,-200.0,-198.32098,0.5155028,0.09607702,0.1,,,
207.0,143.0,201.0,409920.0,41000.0,203.9801,-200.0,-198.34146,0.8841305,0.09607702,0.1,,,
210.0,43.0,204.0,414880.0,41500.0,203.43137,-200.0,-198.36145,0.7327297,0.09598094,0.1,,,
212.0,143.0,206.0,419840.0,42000.0,203.8835,-200.0,-198.38095,11.832644,0.09598094,0.1,,,
215.0,43.0,209.0,424960.0,42500.0,203.34929,-200.0,-198.4,5.431226,0.095884964,0.1,,,
217.0,143.0,211.0,429920.0,43000.0,203.79147,-200.0,-198.41861,0.26165113,0.095884964,0.1,,,
220.0,43.0,214.0,434880.0,43500.0,203.27103,-200.0,-198.43678,0.39284393,0.095789075,0.1,,,
222.0,143.0,216.0,439840.0,44000.0,203.7037,-200.0,-198.45454,11.882728,0.095789075,0.1,,,
225.0,43.0,219.0,444960.0,44500.0,203.19635,-200.0,-198.47191,1.8644457,0.09569329,0.1,,,
227.0,143.0,221.0,449920.0,45000.0,203.6199,-200.0,-198.48889,24.321295,0.09569329,0.1,,,
230.0,43.0,224.0,454880.0,45500.0,203.125,-200.0,-198.5055,0.68641126,0.095597595,0.1,,,
232.0,143.0,226.0,459840.0,46000.0,203.53983,-200.0,-198.52174,0.429489,0.095597595,0.1,,,
235.0,43.0,228.0,464960.0,46500.0,203.94737,-200.0,-198.53763,26.885542,0.095502,0.1,,,
237.0,143.0,231.0,469920.0,47000.0,203.46321,-200.0,-198.55319,17.340332,0.095502,0.1,,,
240.0,43.0,235.0,474880.0,47500.0,202.12766,-200.0,-198.56842,27.226198,0.095406495,0.1,,,
242.0,161.0,238.0,479840.0,48000.0,201.68068,-200.0,-198.58333,2.5236497,0.095406495,0.1,,,
245.0,61.0,240.0,484960.0,48500.0,202.08333,-200.0,-198.59793,19.487558,0.09531109,0.1,,,
247.0,199.0,243.0,489920.0,49000.0,201.64609,-162.0,-198.22449,11.752711,0.09531109,0.1,,,
250.0,99.0,245.0,494880.0,49500.0,202.04082,-200.0,-198.24243,0.5550037,0.095215775,0.1,,,
252.0,199.0,248.0,499840.0,50000.0,201.6129,-200.0,-198.26,0.7015716,0.095215775,0.1,,,
255.0,99.0,251.0,504960.0,50500.0,201.19522,-200.0,-198.26,11.754279,0.095120564,0.1,,,
257.0,199.0,254.0,509920.0,51000.0,200.7874,-200.0,-198.38,0.3132627,0.095120564,0.1,,,
260.0,99.0,257.0,514880.0,51500.0,200.3891,-200.0,-198.38,0.31392682,0.09502544,0.1,,,
262.0,199.0,261.0,519840.0,52000.0,199.23372,-200.0,-198.38,11.509958,0.09502544,0.1,,,
265.0,99.0,264.0,524960.0,52500.0,198.86363,-200.0,-198.38,6.338378,0.09493042,0.1,,,
267.0,199.0,266.0,529920.0,53000.0,199.24812,-200.0,-198.38,1.9751539,0.09493042,0.1,,,
270.0,99.0,269.0,534880.0,53500.0,198.88477,-200.0,-198.38,12.71951,0.09483549,0.1,,,
272.0,199.0,271.0,539840.0,54000.0,199.262,-200.0,-198.38,12.889821,0.09483549,0.1,,,
275.0,99.0,274.0,544960.0,54500.0,198.9051,-200.0,-198.38,1.4785292,0.09474065,0.1,,,
277.0,199.0,277.0,549920.0,55000.0,198.55595,-200.0,-198.38,25.829748,0.09474065,0.1,,,
280.0,99.0,279.0,554880.0,55500.0,198.92473,-200.0,-198.38,0.58891237,0.09464591,0.1,,,
282.0,199.0,282.0,559840.0,56000.0,198.58156,-200.0,-198.38,0.44285575,0.09464591,0.1,,,
285.0,99.0,285.0,564960.0,56500.0,198.24562,-200.0,-198.38,9.62068,0.094551265,0.1,,,
288.0,26.0,287.0,569920.0,57000.0,198.60628,-200.0,-198.38,0.30201834,0.094551265,0.1,,,
290.0,126.0,290.0,574880.0,57500.0,198.27586,-200.0,-198.38,1.8527945,0.09445671,0.1,,,
293.0,26.0,292.0,579840.0,58000.0,198.63014,-200.0,-198.38,15.059856,0.09445671,0.1,,,
295.0,126.0,295.0,584960.0,58500.0,198.30508,-200.0,-198.38,13.908617,0.09436226,0.1,,,
298.0,26.0,298.0,589920.0,59000.0,197.98657,-200.0,-198.38,14.724426,0.09436226,0.1,,,
300.0,126.0,301.0,594880.0,59500.0,197.67442,-200.0,-198.38,15.064431,0.0942679,0.1,,,
303.0,26.0,303.0,599840.0,60000.0,198.0198,-200.0,-198.38,14.608805,0.0942679,0.1,,,
305.0,126.0,306.0,604960.0,60500.0,197.71242,-200.0,-198.38,14.772702,0.094173625,0.1,,,
308.0,26.0,309.0,609920.0,61000.0,197.41101,-200.0,-198.38,0.5085861,0.094173625,0.1,,,
310.0,126.0,312.0,614880.0,61500.0,197.11539,-200.0,-198.38,8.000626,0.09407945,0.1,,,
313.0,26.0,315.0,619840.0,62000.0,196.8254,-200.0,-198.38,3.388794,0.09407945,0.1,,,
316.0,37.0,317.0,624960.0,62500.0,197.16089,-138.0,-197.76,0.28369248,0.09398537,0.1,,,
318.0,137.0,319.0,629920.0,63000.0,197.49216,-200.0,-197.76,30.946327,0.09398537,0.1,,,
321.0,37.0,322.0,634880.0,63500.0,197.20497,-200.0,-197.76,0.41486412,0.09389139,0.1,,,
323.0,137.0,324.0,639840.0,64000.0,197.53087,-200.0,-197.76,0.8074948,0.09389139,0.1,,,
326.0,37.0,327.0,644960.0,64500.0,197.24771,-200.0,-197.76,14.867004,0.0937975,0.1,,,
328.0,159.0,329.0,649920.0,65000.0,197.56839,-178.0,-197.54,35.509003,0.0937975,0.1,,,
331.0,59.0,331.0,654880.0,65500.0,197.8852,-200.0,-197.54,19.535742,0.0937037,0.1,,,
333.0,159.0,334.0,659840.0,66000.0,197.6048,-200.0,-197.82,0.20587243,0.0937037,0.1,,,
336.0,59.0,336.0,664960.0,66500.0,197.91667,-200.0,-197.82,7.492299,0.093609996,0.1,,,
338.0,159.0,339.0,669920.0,67000.0,197.64012,-200.0,-197.82,0.71531,0.093609996,0.1,,,
341.0,135.0,341.0,674880.0,67500.0,197.94722,-124.0,-197.06,14.5616455,0.09351639,0.1,,,
344.0,35.0,344.0,679840.0,68000.0,197.67442,-200.0,-197.06,1.9758499,0.09351639,0.1,,,
346.0,135.0,347.0,684960.0,68500.0,197.40634,-200.0,-197.06,12.03826,0.09342287,0.1,,,
349.0,59.0,349.0,689920.0,69000.0,197.70773,-200.0,-197.06,0.4403559,0.09342287,0.1,,,
351.0,159.0,351.0,694880.0,69500.0,198.00569,-200.0,-197.06,15.766898,0.093329445,0.1,,,
354.0,79.0,354.0,699840.0,70000.0,197.74011,-180.0,-196.86,1.753798,0.093329445,0.1,,,
356.0,179.0,356.0,704960.0,70500.0,198.0337,-200.0,-196.86,1.2896777,0.09323612,0.1,,,
359.0,114.0,359.0,709920.0,71000.0,197.77159,-165.0,-196.51,0.22247785,0.09323612,0.1,,,
362.0,14.0,361.0,714880.0,71500.0,198.06094,-200.0,-196.51,0.44074747,0.09314288,0.1,,,
364.0,114.0,363.0,719840.0,72000.0,198.3471,-200.0,-196.51,36.237556,0.09314288,0.1,,,
367.0,14.0,366.0,724960.0,72500.0,198.08743,-200.0,-196.51,35.18114,0.093049735,0.1,,,
369.0,116.0,368.0,729920.0,73000.0,198.36957,-198.0,-196.49,16.186733,0.093049735,0.1,,,
372.0,48.0,370.0,734880.0,73500.0,198.64865,-200.0,-196.49,0.6478183,0.092956685,0.1,,,
374.0,148.0,372.0,739840.0,74000.0,198.92473,-200.0,-196.49,0.45859867,0.092956685,0.1,,,
377.0,48.0,375.0,744960.0,74500.0,198.66667,-200.0,-196.49,0.84353495,0.09286373,0.1,,,
380.0,13.0,377.0,749920.0,75000.0,198.939,-200.0,-196.49,0.5605796,0.09286373,0.1,,,
382.0,113.0,379.0,754880.0,75500.0,199.20845,-200.0,-196.49,0.22137201,0.09277087,0.1,,,
385.0,17.0,382.0,759840.0,76000.0,198.95288,-196.0,-196.45,1.2971568,0.09277087,0.1,,,
387.0,117.0,384.0,764960.0,76500.0,199.21875,-200.0,-196.45,2.5032992,0.0926781,0.1,,,
390.0,68.0,386.0,769920.0,77000.0,199.48187,-200.0,-196.45,0.56136346,0.0926781,0.1,,,
392.0,168.0,388.0,774880.0,77500.0,199.74226,-200.0,-196.45,0.38010097,0.09258542,0.1,,,
395.0,68.0,391.0,779840.0,78000.0,199.4885,-200.0,-196.45,0.3312587,0.09258542,0.1,,,
397.0,169.0,394.0,784960.0,78500.0,199.23857,-199.0,-196.44,17.686113,0.092492834,0.1,,,
400.0,117.0,396.0,789920.0,79000.0,199.49495,-200.0,-196.44,0.43798852,0.092492834,0.1,,,
403.0,17.0,399.0,794880.0,79500.0,199.24812,-200.0,-196.44,0.52427435,0.09240034,0.1,,,
405.0,117.0,403.0,799840.0,80000.0,198.51117,-200.0,-196.75,1.267714,0.09240034,0.1,,,
408.0,28.0,406.0,804960.0,80500.0,198.27586,-200.0,-196.75,2.2833345,0.09230794,0.1,,,
410.0,128.0,409.0,809920.0,81000.0,198.044,-200.0,-196.75,40.021175,0.09230794,0.1,,,
413.0,28.0,412.0,814880.0,81500.0,197.81554,-200.0,-196.99,16.83798,0.092215635,0.1,,,
415.0,195.0,415.0,819840.0,82000.0,197.59036,-133.0,-196.32,1.2703983,0.092215635,0.1,,,
418.0,95.0,418.0,824960.0,82500.0,197.36842,-200.0,-196.35,3.6924975,0.09212342,0.1,,,
421.0,31.0,421.0,829920.0,83000.0,197.14964,-200.0,-196.35,3.7852933,0.09212342,0.1,,,
423.0,131.0,424.0,834880.0,83500.0,196.93396,-200.0,-196.35,2.4139063,0.09203129,0.1,,,
426.0,31.0,426.0,839840.0,84000.0,197.1831,-200.0,-196.35,16.365196,0.09203129,0.1,,,
428.0,141.0,429.0,844960.0,84500.0,196.9697,-190.0,-196.25,18.709871,0.09193926,0.1,,,
431.0,83.0,432.0,849920.0,85000.0,196.75926,-186.0,-196.49,0.70628846,0.09193926,0.1,,,
433.0,183.0,434.0,854880.0,85500.0,197.00461,-200.0,-196.49,27.67789,0.09184732,0.1,,,
436.0,94.0,437.0,859840.0,86000.0,196.79634,-200.0,-196.49,1.4013186,0.09184732,0.1,,,
439.0,7.0,439.0,864960.0,86500.0,197.03873,-187.0,-196.36,1.6476346,0.09175547,0.1,,,
441.0,121.0,442.0,869920.0,87000.0,196.83258,-200.0,-196.36,3.5229504,0.09175547,0.1,,,
444.0,172.0,445.0,874880.0,87500.0,196.62921,-97.0,-195.33,1.0083147,0.09166372,0.1,,,
447.0,129.0,448.0,879840.0,88000.0,196.42857,-143.0,-194.76,5.1046047,0.09166372,0.1,,,
450.0,29.0,451.0,884960.0,88500.0,196.2306,-200.0,-194.76,19.12666,0.091572054,0.1,,,
452.0,129.0,453.0,889920.0,89000.0,196.46799,-200.0,-194.76,5.1896048,0.091572054,0.1,,,
455.0,29.0,456.0,894880.0,89500.0,196.27193,-200.0,-194.76,16.92846,0.091480486,0.1,,,
457.0,129.0,459.0,899840.0,90000.0,196.07843,-200.0,-194.76,1.5077288,0.091480486,0.1,,,
460.0,29.0,461.0,904960.0,90500.0,196.31236,-200.0,-194.76,19.847685,0.091389,0.1,,,
462.0,129.0,463.0,909920.0,91000.0,196.54428,-200.0,-194.76,0.6514988,0.091389,0.1,,,
465.0,29.0,466.0,914880.0,91500.0,196.35193,-200.0,-194.76,14.604148,0.09129761,0.1,,,
467.0,129.0,469.0,919840.0,92000.0,196.16205,-200.0,-194.76,2.6326096,0.09129761,0.1,,,
470.0,29.0,471.0,924960.0,92500.0,196.39066,-200.0,-194.76,9.334245,0.09120632,0.1,,,
472.0,129.0,474.0,929920.0,93000.0,196.20253,-200.0,-194.76,0.2141705,0.09120632,0.1,,,
475.0,29.0,476.0,934880.0,93500.0,196.42857,-200.0,-194.76,3.6756344,0.09111511,0.1,,,
477.0,129.0,478.0,939840.0,94000.0,196.65273,-200.0,-194.76,4.85615,0.09111511,0.1,,,
480.0,29.0,481.0,944960.0,94500.0,196.4657,-200.0,-194.76,0.8235718,0.091024,0.1,,,
482.0,129.0,484.0,949920.0,95000.0,196.28099,-200.0,-194.76,4.789304,0.091024,0.1,,,
485.0,29.0,486.0,954880.0,95500.0,196.50206,-200.0,-194.76,3.2736747,0.09093297,0.1,,,
487.0,154.0,489.0,959840.0,96000.0,196.31902,-175.0,-194.51,5.2305994,0.09093297,0.1,,,
490.0,54.0,492.0,964960.0,96500.0,196.13821,-200.0,-194.51,25.638502,0.09084204,0.1,,,
492.0,154.0,494.0,969920.0,97000.0,196.35628,-200.0,-194.51,1.5146724,0.09084204,0.1,,,
495.0,54.0,497.0,974880.0,97500.0,196.17706,-200.0,-194.51,14.852327,0.09075119,0.1,,,
497.0,154.0,499.0,979840.0,98000.0,196.39279,-200.0,-194.51,1.3339822,0.09075119,0.1,,,
500.0,54.0,503.0,984960.0,98500.0,195.82504,-200.0,-194.51,17.86262,0.090660445,0.1,,,
503.0,1.0,505.0,989920.0,99000.0,196.0396,-200.0,-194.89,12.544133,0.090660445,0.1,,,
505.0,101.0,508.0,994880.0,99500.0,195.86613,-200.0,-194.89,6.0525084,0.09056979,0.1,,,
508.0,112.0,510.0,999840.0,100000.0,196.07843,-161.0,-194.5,20.632769,0.09056979,0.1,,,
